date,cases(t+14),confirmed,calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,Debris,FishSeed,Adult_Mosquitoes,irs_patient,cluster
12/04/2013,0,0,0,0,6,1,47,204,0,4,28,0,0,0,0,0,5
12/05/2013,0,2,0,0,6,1,46,234,0,4,21,0,0,0,0,0,5
12/06/2013,0,0,0,0,7,7,47,260,0,5,21,0,0,0,0,0,5
12/07/2013,0,0,0,0,1,8,47,217,0,5,36,0,0,0,0,0,5
12/08/2013,0,0,0,0,1,10,47,238,0,4,36,0,0,0,0,0,5
12/09/2013,0,0,0,0,1,28,2,238,0,4,36,0,0,0,0,0,5
12/10/2013,0,0,0,0,1,27,1,257,0,1,36,0,0,0,0,0,5
12/11/2013,0,0,0,0,1,31,12,301,0,1,18,0,0,0,0,0,5
12/12/2013,0,0,0,0,1,33,14,356,0,1,21,0,0,0,0,0,5
12/13/2013,0,0,0,0,0,32,13,339,0,0,21,0,0,0,0,0,5
12/14/2013,0,0,0,0,0,31,13,367,0,0,11,0,0,0,0,0,5
12/15/2013,0,0,0,0,0,30,13,358,0,0,11,0,0,0,0,0,5
12/16/2013,0,0,0,0,0,32,13,376,0,0,11,0,0,0,0,0,5
12/17/2013,0,0,0,0,0,34,13,360,0,0,11,0,0,1,0,0,5
12/18/2013,0,0,0,0,0,30,2,298,0,0,8,0,0,1,0,0,5
12/19/2013,0,1,0,0,0,28,0,203,0,0,29,0,0,1,0,0,5
12/20/2013,0,0,0,0,0,23,0,176,0,0,31,0,0,3,0,0,5
12/21/2013,0,0,0,0,0,23,0,136,0,0,47,0,0,3,0,0,5
12/22/2013,0,0,0,0,0,22,0,95,0,0,48,0,0,3,0,0,5
12/23/2013,0,1,0,0,0,2,0,48,0,0,54,0,0,3,0,0,5
12/24/2013,0,0,0,0,0,0,0,2,0,0,54,0,0,2,0,0,5
12/25/2013,0,0,0,0,0,0,0,2,0,0,54,0,0,2,0,0,5
12/26/2013,0,0,0,0,0,20,0,2,0,0,30,0,0,2,0,0,5
12/27/2013,0,0,0,0,0,20,0,2,0,0,35,0,0,0,0,0,5
12/28/2013,0,0,0,0,0,20,0,2,0,1,14,0,0,0,0,0,5
12/29/2013,0,0,0,0,0,20,0,0,0,1,15,0,0,0,0,0,5
12/30/2013,0,0,0,0,0,20,0,0,0,1,9,0,0,0,0,0,5
12/31/2013,0,0,0,0,0,20,0,0,0,1,10,0,0,0,0,0,5
06/01/2013,0,0,0,0,0,20,0,0,0,1,10,0,0,0,0,0,6
06/02/2013,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,6
06/03/2013,0,0,0,0,0,1,0,0,0,1,24,0,0,0,0,0,6
06/04/2013,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,6
06/05/2013,0,0,0,0,2,1,0,0,0,0,22,0,0,1,0,0,6
06/06/2013,0,0,0,0,2,1,0,0,0,0,22,0,0,1,0,0,6
06/07/2013,0,0,0,0,2,5,0,0,0,0,21,0,0,1,0,0,6
06/08/2013,0,0,0,0,2,12,0,0,0,0,21,0,0,1,0,0,6
06/09/2013,0,0,0,0,2,12,0,0,0,0,21,0,0,1,0,0,6
06/10/2013,0,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,6
06/11/2013,0,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,6
06/12/2013,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,6
06/13/2013,0,0,0,0,0,11,0,0,0,1,0,0,0,2,0,0,6
06/14/2013,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,6
06/15/2013,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,6
06/16/2013,0,0,0,0,2,6,0,0,0,1,0,0,0,2,0,0,6
06/17/2013,0,0,0,0,2,7,0,0,0,3,1,0,0,3,0,0,6
06/18/2013,0,0,0,0,2,11,0,0,0,3,1,0,0,3,0,0,6
06/19/2013,0,0,0,0,4,15,0,0,0,4,1,0,0,2,0,0,6
06/20/2013,0,0,0,0,4,19,0,0,0,3,1,0,0,2,0,0,6
06/21/2013,0,0,0,0,4,24,0,0,0,3,1,0,0,2,0,0,6
06/22/2013,0,0,0,0,2,24,0,0,0,3,1,0,0,2,0,0,6
06/23/2013,0,0,0,0,2,18,0,0,0,3,1,0,0,2,0,0,6
06/24/2013,0,0,0,0,2,22,0,0,0,1,1,0,0,1,0,0,6
06/25/2013,0,0,0,0,2,19,1,0,0,1,1,0,0,3,0,0,6
06/26/2013,0,0,0,0,0,15,1,0,0,0,1,0,0,2,0,0,6
06/27/2013,0,0,0,0,0,22,1,0,0,0,1,0,0,2,0,0,6
06/28/2013,0,0,0,0,0,20,1,0,0,0,1,0,0,2,0,0,6
06/29/2013,0,0,0,0,0,20,1,0,0,0,1,0,0,2,0,0,6
06/30/2013,0,0,0,0,0,20,1,0,0,0,1,0,0,2,0,0,6
07/01/2013,0,0,0,0,1,15,1,0,0,0,0,0,0,2,0,0,6
07/02/2013,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,6
07/03/2013,0,0,0,0,1,14,0,0,0,2,0,0,0,0,0,0,6
07/04/2013,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,6
07/05/2013,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,6
07/06/2013,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,6
07/07/2013,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,6
07/08/2013,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0,0,6
07/09/2013,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,0,6
07/10/2013,0,0,0,0,1,2,0,1,0,2,3,0,0,0,0,0,6
07/11/2013,0,0,0,0,0,3,0,1,0,4,3,0,0,0,0,0,6
07/12/2013,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,0,6
07/13/2013,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,6
07/14/2013,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,6
07/15/2013,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,6
07/16/2013,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,6
07/17/2013,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,6
07/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
07/19/2013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
07/20/2013,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6
07/21/2013,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6
07/22/2013,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
07/23/2013,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
07/24/2013,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
07/25/2013,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
07/26/2013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
07/27/2013,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,6
07/28/2013,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,6
07/29/2013,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6
07/30/2013,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,6
07/31/2013,0,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,6
08/01/2013,0,0,0,0,18,0,0,0,0,0,23,0,0,0,0,0,6
08/02/2013,0,0,0,0,18,0,0,0,0,2,23,0,0,4,0,0,6
08/03/2013,0,0,0,0,2,0,0,0,0,2,23,0,0,4,0,0,6
08/04/2013,0,0,0,0,2,2,0,0,0,2,23,0,0,4,0,0,6
08/05/2013,0,1,0,0,2,2,0,0,0,2,24,0,0,4,0,0,6
08/06/2013,0,0,0,0,2,2,0,0,0,2,22,0,0,4,0,0,6
08/07/2013,0,0,0,0,2,2,0,0,0,2,8,0,0,4,0,0,6
08/08/2013,0,0,0,0,0,2,0,0,0,2,8,0,0,4,0,0,6
08/09/2013,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,6
08/10/2013,0,0,0,0,0,3,0,0,0,1,8,0,0,0,0,0,6
08/11/2013,0,0,0,0,0,1,0,0,0,4,8,0,0,0,0,0,6
08/12/2013,0,0,0,0,0,1,0,0,0,4,7,0,0,0,0,0,6
08/13/2013,0,0,0,0,2,2,0,0,0,6,4,0,0,0,0,0,6
08/14/2013,0,0,0,0,2,2,0,0,0,6,2,0,0,0,0,0,6
08/15/2013,0,0,0,0,15,5,0,0,0,10,2,0,0,0,0,0,6
08/16/2013,0,1,0,0,23,7,0,0,1,12,9,0,0,1,0,0,6
08/17/2013,0,0,0,0,43,9,0,0,1,12,12,0,0,11,0,0,6
08/18/2013,0,0,0,0,48,17,0,0,1,11,12,0,0,12,0,0,6
08/19/2013,0,0,0,0,48,21,0,0,1,12,20,0,0,12,0,0,6
08/20/2013,0,0,0,0,63,30,0,0,1,11,18,0,0,13,0,0,6
08/21/2013,0,0,0,0,63,70,0,2,1,16,19,0,0,17,0,0,6
08/22/2013,0,0,0,0,50,93,1,3,1,21,20,0,0,31,0,0,6
08/23/2013,0,0,0,0,45,98,2,6,0,25,13,0,0,30,0,0,6
08/24/2013,0,0,0,0,27,106,2,7,0,28,10,0,0,21,0,0,6
08/25/2013,0,0,0,0,22,99,2,7,0,26,11,0,0,20,0,0,6
08/26/2013,0,0,0,0,27,102,2,14,0,26,3,0,0,21,0,0,6
08/27/2013,0,0,0,0,23,100,2,14,2,28,5,0,0,20,0,0,6
08/28/2013,0,0,0,0,28,62,3,13,2,26,5,0,0,16,0,0,6
08/29/2013,0,0,0,0,33,42,2,12,2,19,6,0,0,42,0,0,6
08/30/2013,0,2,0,0,50,39,1,9,2,14,6,0,0,53,0,0,6
08/31/2013,0,0,0,0,54,34,1,13,2,14,6,0,0,52,0,0,6
09/01/2013,0,0,0,0,59,54,2,31,2,16,7,0,0,52,0,0,6
09/02/2013,0,0,0,0,73,63,3,24,3,17,8,0,0,85,0,0,6
09/03/2013,0,1,0,0,61,58,3,25,1,16,6,0,0,86,0,0,6
09/04/2013,0,1,0,0,63,61,2,28,1,19,8,0,0,89,0,0,6
09/05/2013,0,1,0,0,64,61,2,30,2,20,11,0,0,49,0,0,6
09/06/2013,0,0,0,0,56,68,2,37,2,19,21,0,0,43,0,0,6
09/07/2013,0,1,0,0,51,63,2,32,2,20,21,0,0,44,0,0,6
09/08/2013,0,1,0,0,46,49,1,14,2,18,22,0,0,44,0,0,6
09/09/2013,0,1,0,0,32,58,1,19,1,42,25,0,0,10,0,0,6
09/10/2013,0,1,0,0,45,68,1,19,2,46,33,0,0,9,0,0,6
09/11/2013,0,1,0,0,48,83,1,15,2,51,31,0,0,10,0,0,6
09/12/2013,0,1,0,0,53,97,2,23,2,62,26,0,0,10,0,0,6
09/13/2013,0,1,0,0,46,101,3,20,3,64,20,0,0,15,0,0,6
09/14/2013,0,0,0,0,49,116,6,26,4,65,24,0,0,15,0,0,6
09/15/2013,0,1,0,0,63,128,6,27,4,75,24,0,0,15,0,0,6
09/16/2013,0,3,0,0,63,112,6,25,5,55,22,0,0,23,0,0,6
09/17/2013,0,0,0,0,59,102,6,28,4,50,14,0,0,25,0,0,6
09/18/2013,0,2,0,0,71,104,6,33,4,41,17,0,0,25,0,0,6
09/19/2013,0,2,0,0,92,105,6,24,5,33,21,0,0,25,0,0,6
09/20/2013,0,1,0,0,96,94,5,21,5,34,19,0,0,19,0,0,6
09/21/2013,0,1,0,0,93,84,4,21,4,32,23,0,0,18,0,0,6
09/22/2013,0,0,0,0,81,67,4,20,4,22,27,0,0,18,0,0,6
09/23/2013,0,1,0,0,82,70,3,19,4,26,29,0,0,20,0,0,6
09/24/2013,0,1,0,0,76,72,8,18,5,29,32,0,0,18,0,0,6
09/25/2013,0,2,0,0,56,58,8,16,5,32,28,0,0,19,0,0,6
09/26/2013,0,0,0,0,53,42,7,21,3,33,28,0,0,19,0,0,6
09/27/2013,0,1,0,0,53,48,8,20,2,41,32,0,0,15,0,0,6
09/28/2013,0,2,0,0,62,56,6,16,2,43,29,0,0,15,0,0,6
09/29/2013,0,1,0,0,61,61,6,22,2,45,22,0,0,15,0,0,6
09/30/2013,0,1,0,0,73,50,6,20,1,36,24,0,0,10,0,0,6
10/01/2013,0,1,0,0,75,49,1,18,1,34,25,0,0,10,0,0,6
10/02/2013,0,1,0,0,73,42,1,15,1,33,32,0,0,5,0,0,6
10/03/2013,0,1,0,0,66,40,2,11,1,30,33,0,0,5,0,0,6
10/04/2013,0,1,0,0,61,43,3,12,1,26,29,0,0,5,0,0,6
10/05/2013,0,2,0,0,65,45,5,12,1,28,27,0,0,5,0,0,6
10/06/2013,0,3,0,0,66,43,5,9,1,28,27,0,0,5,0,0,6
10/07/2013,0,1,0,0,48,53,5,10,2,32,22,0,0,0,0,0,6
10/08/2013,0,2,0,0,45,56,6,11,1,36,21,0,0,5,0,0,6
10/09/2013,0,2,0,0,64,65,9,17,1,35,15,0,0,5,0,0,6
10/10/2013,0,0,0,0,49,65,8,15,1,33,11,0,0,5,0,0,6
10/11/2013,0,2,0,0,47,55,6,14,1,32,9,0,0,12,0,0,6
10/12/2013,0,5,0,0,62,50,4,18,1,28,11,0,0,12,0,0,6
10/13/2013,0,0,0,0,64,48,10,17,1,31,17,0,0,12,0,0,6
10/14/2013,0,1,0,0,93,53,13,17,0,34,24,0,0,12,0,0,6
10/15/2013,0,1,0,0,90,51,25,41,0,28,22,0,0,13,0,0,6
10/16/2013,0,0,0,0,71,41,22,35,0,25,21,0,0,13,0,0,6
10/17/2013,0,0,0,0,64,38,23,35,0,23,20,0,0,17,0,0,6
10/18/2013,0,1,0,0,64,37,23,35,0,17,27,0,0,10,0,0,6
10/19/2013,0,2,0,0,37,38,23,53,0,15,47,0,0,10,0,0,6
10/20/2013,0,2,0,0,36,45,18,53,0,11,41,0,0,10,0,0,6
10/21/2013,0,3,0,0,25,45,22,53,0,11,35,0,0,10,0,0,6
10/22/2013,0,3,0,0,30,45,13,64,0,14,35,0,0,4,0,0,6
10/23/2013,0,6,0,0,44,52,28,73,0,17,36,0,0,4,0,0,6
10/24/2013,0,4,0,0,119,60,31,87,1,17,36,0,0,0,0,0,6
10/25/2013,0,2,0,0,129,58,35,129,1,25,33,0,0,0,0,0,6
10/26/2013,0,3,0,0,127,51,52,119,1,25,8,0,0,5,0,0,6
10/27/2013,0,2,0,0,125,41,55,130,1,26,8,0,0,5,0,0,6
10/28/2013,0,4,0,0,123,31,49,136,1,19,11,0,0,5,0,0,6
10/29/2013,0,6,0,0,133,28,46,105,1,19,12,0,0,5,0,0,6
10/30/2013,0,3,0,0,163,23,31,97,2,27,19,0,0,12,0,0,6
10/31/2013,0,5,0,0,125,18,36,90,1,49,21,0,0,12,0,0,6
11/01/2013,0,8,0,0,160,44,51,115,2,46,19,0,0,13,0,0,6
11/02/2013,0,4,0,0,210,53,87,140,2,50,31,0,0,12,0,0,6
11/03/2013,0,0,0,0,399,65,184,148,2,54,34,0,0,12,0,0,6
11/04/2013,0,10,0,0,404,75,268,166,2,57,34,0,0,12,0,0,6
11/05/2013,0,4,0,0,463,91,400,220,2,63,32,0,0,17,0,0,6
11/06/2013,0,5,0,0,449,98,445,268,3,68,35,0,0,11,0,0,6
11/07/2013,0,10,0,0,444,103,472,326,6,47,41,0,0,11,0,0,6
11/08/2013,0,6,0,0,408,86,516,285,8,49,45,0,0,10,0,0,6
11/09/2013,0,6,0,0,359,94,516,321,9,47,36,0,0,10,0,0,6
11/10/2013,0,4,0,0,179,91,470,403,10,46,35,0,0,10,0,0,6
11/11/2013,0,9,0,0,169,84,419,422,11,43,32,0,0,15,0,0,6
11/12/2013,0,6,0,0,117,80,364,482,11,37,33,0,0,21,0,0,6
11/13/2013,0,3,0,0,102,75,327,474,10,24,26,0,0,27,0,0,6
11/14/2013,0,5,0,0,90,68,292,417,7,23,18,0,0,37,0,0,6
11/15/2013,0,5,0,0,79,59,229,392,4,15,12,0,0,42,0,0,6
11/16/2013,0,12,0,0,109,38,200,411,3,19,23,0,0,40,0,0,6
11/17/2013,0,1,0,0,118,43,179,371,2,16,29,0,0,45,0,0,6
11/18/2013,0,7,0,0,118,56,177,341,1,16,30,0,0,40,0,0,6
11/19/2013,0,6,0,0,102,48,123,275,1,18,43,0,0,31,0,0,6
11/20/2013,0,3,0,0,100,58,166,266,2,16,76,0,0,36,0,0,6
11/21/2013,0,8,0,0,89,64,212,324,3,21,96,0,0,28,0,0,6
11/22/2013,0,5,0,0,94,67,235,387,4,22,149,0,0,24,0,0,6
11/23/2013,0,7,0,0,67,73,254,374,4,17,142,0,0,27,0,0,6
11/24/2013,0,6,0,0,61,66,248,344,4,17,137,0,0,29,0,0,6
11/25/2013,0,7,0,0,65,48,245,369,4,16,159,0,0,33,0,0,6
11/26/2013,0,2,0,0,66,46,230,337,6,12,154,0,0,32,0,0,6
11/27/2013,0,3,0,0,57,38,205,321,4,13,124,0,0,33,0,0,6
11/28/2013,0,4,0,0,54,48,177,274,4,9,110,0,0,36,0,0,6
11/29/2013,0,1,0,0,53,57,181,271,3,13,77,0,0,39,0,0,6
11/30/2013,0,5,0,0,56,52,141,224,3,13,73,0,0,40,0,0,6
12/01/2013,0,3,0,0,47,45,113,191,3,11,75,0,0,35,0,0,6
12/02/2013,0,3,0,0,35,43,98,177,5,11,52,0,0,37,0,0,6
12/03/2013,0,5,0,0,33,39,113,175,3,10,72,0,0,36,0,0,6
12/04/2013,0,4,0,0,48,40,96,187,3,8,72,0,0,30,0,0,6
12/05/2013,0,2,0,0,45,24,80,202,2,8,74,0,0,28,0,0,6
12/06/2013,0,4,0,0,55,15,89,180,4,4,64,0,0,25,0,0,6
12/07/2013,0,2,0,0,67,16,123,184,4,3,92,0,0,29,0,0,6
12/08/2013,0,2,0,0,64,16,123,201,4,3,88,0,0,27,0,0,6
12/09/2013,0,2,0,0,61,16,123,207,2,4,143,0,0,22,0,0,6
12/10/2013,0,2,0,0,77,17,121,222,3,5,124,0,0,31,0,0,6
12/11/2013,0,1,0,0,59,10,115,241,3,7,124,0,0,27,0,0,6
12/12/2013,0,3,0,0,68,16,139,236,3,7,135,0,0,29,0,0,6
12/13/2013,0,2,0,0,61,14,103,243,1,7,132,0,0,34,0,0,6
12/14/2013,0,0,0,0,48,16,66,229,1,7,102,0,0,36,0,0,6
12/15/2013,0,0,0,0,49,17,66,245,1,7,102,0,0,36,0,0,6
12/16/2013,0,0,0,0,51,16,52,233,3,6,91,0,0,35,0,0,6
12/17/2013,0,1,0,0,32,18,30,226,3,10,92,0,0,27,0,0,6
12/18/2013,0,1,0,0,38,20,27,204,3,8,114,0,0,24,0,0,6
12/19/2013,0,0,0,0,35,18,0,199,3,8,105,0,0,19,0,0,6
12/20/2013,0,0,0,0,54,17,0,174,3,11,119,0,0,13,0,0,6
12/21/2013,0,0,0,0,54,15,8,174,5,15,120,0,0,1,0,0,6
12/22/2013,0,0,0,0,54,14,8,145,5,27,120,0,0,1,0,0,6
12/23/2013,0,0,0,0,54,13,8,144,3,28,76,0,0,1,0,0,6
12/24/2013,0,0,0,0,52,10,8,120,2,25,65,0,0,5,0,0,6
12/25/2013,0,0,0,0,45,8,8,119,2,25,37,0,0,5,0,0,6
12/26/2013,0,0,0,0,36,3,8,96,2,24,35,0,0,5,0,0,6
12/27/2013,0,0,0,0,10,3,8,85,2,22,18,0,0,9,0,0,6
12/28/2013,0,0,0,0,5,0,2,71,0,19,16,0,0,11,0,0,6
12/29/2013,0,0,0,0,3,0,2,67,0,9,15,0,0,11,0,0,6
12/30/2013,0,0,0,0,2,0,2,61,0,10,16,0,0,13,0,0,6
12/31/2013,0,0,0,0,5,0,2,73,0,9,17,0,0,11,0,0,6
06/01/2013,0,0,0,0,5,0,2,49,0,9,16,0,0,11,0,0,7
06/02/2013,0,0,0,0,5,0,2,48,0,9,8,0,0,11,0,0,7
06/03/2013,0,0,0,0,5,2,2,38,0,7,4,0,0,7,0,0,7
06/04/2013,0,0,0,0,4,4,0,28,0,5,4,0,0,5,0,0,7
06/05/2013,0,0,0,0,4,4,0,29,0,3,4,0,0,5,0,0,7
06/06/2013,0,0,0,0,3,4,0,17,0,1,1,0,0,3,0,0,7
06/07/2013,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,7
06/08/2013,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,7
06/09/2013,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,7
06/10/2013,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,7
06/11/2013,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7
06/12/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
06/13/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
06/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
06/17/2013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
06/18/2013,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7
06/19/2013,0,0,0,0,1,1,0,0,0,3,1,0,0,2,0,0,7
06/20/2013,0,0,0,0,1,1,0,0,0,3,8,0,0,2,0,0,7
06/21/2013,0,0,0,0,1,1,0,0,0,3,8,0,0,2,0,0,7
06/22/2013,0,0,0,0,2,1,0,0,0,4,8,0,0,2,0,0,7
06/23/2013,0,0,0,0,2,1,0,0,0,4,8,0,0,2,0,0,7
06/24/2013,0,0,0,0,2,1,0,0,0,2,8,0,0,5,0,0,7
06/25/2013,0,0,0,0,1,2,0,0,0,3,8,0,0,5,0,0,7
06/26/2013,0,0,0,0,1,2,0,0,0,3,7,0,0,3,0,0,7
06/27/2013,0,0,0,0,1,3,0,4,0,3,0,0,0,3,0,0,7
06/28/2013,0,0,0,0,1,3,0,4,0,4,5,0,0,3,0,0,7
06/29/2013,0,0,0,0,0,3,0,4,0,3,5,0,0,3,0,0,7
06/30/2013,0,0,0,0,0,3,0,4,0,3,5,0,0,3,0,0,7
07/01/2013,0,0,0,0,0,3,0,4,0,3,5,0,0,0,0,0,7
07/02/2013,0,0,0,0,0,2,0,4,0,2,5,0,0,0,0,0,7
07/03/2013,0,0,0,0,0,1,0,4,0,2,6,0,0,0,0,0,7
07/04/2013,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,7
07/05/2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
07/06/2013,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,7
07/07/2013,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,7
07/08/2013,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,7
07/09/2013,0,0,0,0,1,4,0,0,1,3,5,0,0,0,0,0,7
07/10/2013,0,0,0,0,1,8,0,1,1,3,4,0,0,0,0,0,7
07/11/2013,0,0,0,0,1,8,0,1,1,3,5,0,0,0,0,0,7
07/12/2013,0,0,0,0,1,8,0,1,1,3,5,0,0,0,0,0,7
07/13/2013,0,0,0,0,1,6,0,1,1,3,5,0,0,0,0,0,7
07/14/2013,0,0,0,0,1,6,0,1,1,3,5,0,0,0,0,0,7
07/15/2013,0,0,0,0,1,5,0,1,1,1,5,0,0,0,0,0,7
07/16/2013,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,7
07/17/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
07/18/2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
07/19/2013,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,7
07/20/2013,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,7
07/21/2013,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,7
07/22/2013,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,0,7
07/23/2013,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,7
07/24/2013,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,7
07/25/2013,0,0,0,0,1,6,0,0,0,3,11,0,0,0,0,0,7
07/26/2013,0,0,0,0,1,6,0,0,0,3,10,0,0,0,0,0,7
07/27/2013,0,0,0,0,11,7,0,0,0,1,10,0,0,0,0,0,7
07/28/2013,0,0,0,0,11,7,0,0,0,0,10,0,0,0,0,0,7
07/29/2013,0,0,0,0,12,7,0,0,0,0,10,0,0,0,0,0,7
07/30/2013,0,0,0,0,13,7,0,0,0,0,10,0,0,0,0,0,7
07/31/2013,0,0,0,0,13,7,0,0,0,0,10,0,0,0,0,0,7
08/01/2013,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,7
08/02/2013,0,0,0,0,12,9,0,1,0,0,0,0,0,0,0,0,7
08/03/2013,0,0,0,0,7,14,0,1,0,0,0,0,0,0,0,0,7
08/04/2013,0,0,0,0,7,15,0,1,0,0,0,0,0,0,0,0,7
08/05/2013,0,0,0,0,6,20,0,2,0,0,0,0,0,0,0,0,7
08/06/2013,0,0,0,0,5,33,0,2,0,1,0,0,0,0,0,0,7
08/07/2013,0,0,0,0,5,33,0,2,0,1,0,0,0,0,0,0,7
08/08/2013,0,0,0,0,6,34,0,2,0,1,0,0,0,0,0,0,7
08/09/2013,0,0,0,0,6,28,0,1,0,2,0,0,0,0,0,0,7
08/10/2013,0,0,0,0,1,23,0,1,0,3,0,0,0,0,0,0,7
08/11/2013,0,0,0,0,1,22,0,6,0,5,0,0,0,0,0,0,7
08/12/2013,0,0,0,0,1,16,0,5,0,7,0,0,0,5,0,0,7
08/13/2013,0,0,0,0,1,10,0,6,0,7,0,0,0,5,0,0,7
08/14/2013,0,0,0,0,1,18,0,6,1,8,5,0,0,5,0,0,7
08/15/2013,0,0,0,0,0,25,0,6,1,24,7,0,0,5,0,0,7
08/16/2013,0,0,0,0,8,43,4,14,1,28,7,0,0,5,0,0,7
08/17/2013,0,0,0,0,11,51,4,14,1,31,9,0,0,6,0,0,7
08/18/2013,0,0,0,0,19,54,4,9,1,29,9,0,0,6,0,0,7
08/19/2013,0,0,0,0,32,66,4,11,3,28,9,0,0,1,0,0,7
08/20/2013,0,0,0,0,34,74,4,12,3,32,9,0,0,1,0,0,7
08/21/2013,0,0,0,0,40,86,4,13,3,41,5,0,0,1,0,0,7
08/22/2013,0,0,0,0,43,99,4,14,4,30,8,0,0,1,0,0,7
08/23/2013,0,0,0,0,36,103,0,9,4,30,9,0,0,1,0,0,7
08/24/2013,0,0,0,0,34,95,0,10,4,28,8,0,0,0,0,0,7
08/25/2013,0,0,0,0,26,98,0,10,4,31,8,0,0,0,0,0,7
08/26/2013,0,0,0,0,13,88,0,8,2,31,8,0,0,0,0,0,7
08/27/2013,0,0,0,0,11,77,0,6,2,29,9,0,0,4,0,0,7
08/28/2013,0,0,0,0,5,61,0,5,1,21,9,0,0,4,0,0,7
08/29/2013,0,0,0,0,2,39,0,4,0,16,5,0,0,4,0,0,7
08/30/2013,0,0,0,0,2,21,0,1,0,11,11,0,0,4,0,0,7
08/31/2013,0,0,0,0,2,33,1,9,0,11,20,0,0,4,0,0,7
09/01/2013,0,0,0,0,2,40,1,11,0,9,24,0,0,4,0,0,7
09/02/2013,0,0,0,0,3,52,1,14,0,13,27,0,0,5,0,0,7
09/03/2013,0,1,0,0,5,78,1,16,0,15,28,0,0,1,0,0,7
09/04/2013,0,0,0,0,11,107,1,21,0,18,32,0,0,1,0,0,7
