31.3854,74.3617,Nishter Town
31.5784,74.4135,Aziz Bhati Town
31.5857,74.298,Data Ganj Bakhsh Town
31.518,74.3236,Samanabad Town
31.5376,74.2713,Samanabad Town
31.5421,74.2748,Samanabad Town
31.4713,74.3365,Gulberg Town
31.5732,74.3229,Data Ganj Bakhsh Town
31.5233,74.3142,Samanabad Town
31.6003,74.3027,Ravi Town
31.5978,74.3343,Shalamar Town
31.5892,74.3234,Ravi Town
31.5747,74.2921,Data Ganj Bakhsh Town
31.5708,74.3826,Aziz Bhati Town
31.5156,74.3123,Samanabad Town
31.5732,74.317,Data Ganj Bakhsh Town
31.5399,74.3536,Gulberg Town
31.3474,74.1255,Allama Iqbal Town
31.526,74.3586,Gulberg Town
31.4525,74.342,Nishter Town
31.5571,74.3966,Aziz Bhati Town
31.5787,74.2936,Data Ganj Bakhsh Town
31.4692,74.3249,Gulberg Town
31.5644,74.3138,Data Ganj Bakhsh Town
31.5734,74.3788,Gulberg Town
31.5712,74.4253,Aziz Bhati Town
31.5933,74.3965,Wahga Town
31.5529,74.3267,Data Ganj Bakhsh Town
